PlotViewID,PlotCode,AGB,AGWP,Mort,Lat,Long,Area,Altitude,FirstCens,LastCens,MonitorLength,Midpoint,Continent,VPD,VPDmax,Srad,Srad.cv,MTWM,Alt.WC,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Min.temp,Max.temp,WarmMin,CloudSD,Cloud,Warm.rate,Warm.rate2,mcwd,ndry1,ndry2,wind,wind.max,CEC,Sand,Clay,pH,Rock.depth,Rhoriz.prob,MEM1,MEM2,MEM3,MEM4,MEM5,MEM6,MEM7,MEM8,AGBChv_NoHt,AGWPChv_NoHt
1007,TEM-01,358.7341108,5.181909558,5.738212396,-2.97,-59.9,1,120,2004.089,2011.625,7.536,2007.857,SA,0.579534725,0.776979821,14603.08333,0.140889928,27.29499924,119,26.38249997,8.758333524,84.21474851,48.48265687,31.89499962,21.495,10.39999962,25.94500013,26.59500006,27.07833333,25.91166667,2305,303,67,46.78872519,883,248,385,859,22.00333321,30.76166673,22.59500038,11.01,78.46,0.019731241,0.01981646,-52,4,3,1.166666687,1.299999952,7.166666667,44.66666667,36.5,42.08333333,23.5,15,-1.033463663,-0.322634405,-0.040376753,0.017646238,-0.018723225,-0.002492074,-0.00190958,-0.583976076,428.5411184,6.238606354
1008,IWO-03,412.6422777,5.892775021,NA,4.53,-58.78,1,100,2010.2545,2012.2485,1.994,2011.2515,SA,0.738326971,1.091234972,17094.08333,0.11265961,27.56000038,92,26.57666648,8.633333206,81.44653675,56.46131513,32.16000076,21.56000038,10.60000038,26.3933334,27.34333289,27.34333289,25.94333263,2096,384,71,62.61545933,991,275,275,291,22.25999987,30.89333308,22.85999962,9.53,63.94,0.01247114,0.013180215,-29,6,3,1.449999988,1.799999952,8.833333333,48.58333333,31.66666667,46.08333333,24.32,11,-1.029030189,-0.319166501,-0.039020597,0.016314595,-0.015438394,-0.001383198,-0.002752806,-1.320445073,537.9715637,7.850260647
1010,IWO-11,390.0368294,5.447090544,NA,4.62,-58.72,1,62,2010.26,2012.2335,1.9735,2011.24675,SA,0.734148777,1.091234972,17158.25,0.110915321,27.74000038,90,26.73166654,8.549999873,82.21155533,57.32021405,32.23999847,21.84000076,10.39999771,26.5733334,27.50666648,27.50666648,26.07333308,2072,341,60,55.70272713,915,251,251,313,22.4566666,31.00666648,23.14,7.25,63.44,0.01247114,0.013180215,-55,4,3,1.449999988,1.799999952,9.416666667,55.58333333,26.08333333,46.16666667,25.22,13,-1.0289185,-0.319079218,-0.038986511,0.016281292,-0.0153564,-0.001347458,-0.002786049,-1.338214955,508.3780198,7.382888915
1011,IWO-12,254.0138839,7.122594028,NA,4.73,-58.72,1,61,2010.2835,2012.246,1.9625,2011.26475,SA,0.73111382,1.081234981,17149.16667,0.113666518,27.70000038,81,26.76249983,8.441666444,82.76142954,57.64805181,32.1,21.89999924,10.20000076,26.64999955,27.5333334,27.5333334,26.08333295,2310,415,61,58.71430452,1046,219,219,513,22.5416666,30.98333305,23.30000076,7.26,64.36,0.01247114,0.013180215,-81,4,3,1.458333323,1.799999952,10.66666667,48.91666667,30.08333333,47.58333333,25.3,14,-1.028808751,-0.318993388,-0.03895311,0.016248658,-0.015279147,-0.001339531,-0.002777324,-1.346220941,330.3578093,9.233910335
1012,TEM-02,334.4089185,4.168593985,4.245388781,-2.93,-59.95,1,120,2004.301,2011.644,7.343,2007.9725,SA,0.577765138,0.755779887,14589.75,0.140160806,27.13500076,107,26.3141666,8.775000254,83.57143099,48.21628684,31.83499962,21.33499962,10.5,25.88500013,26.51833333,27.0016666,25.85166667,2309,305,69,46.79541319,887,248,387,861,21.92666648,30.70166673,22.53500038,8.92,78.73,0.019731241,0.01981646,-52,4,3,1.166666687,1.299999952,10,43.33333333,36.08333333,41.16666667,15.29,12,-1.03347099,-0.322640076,-0.040379002,0.017648377,-0.018729771,-0.002508821,-0.001885435,-0.579006558,392.70572,4.987263176
1013,BNT-02,342.89017,4.714439983,2.624853744,-2.64,-60.15,1,73,1986.542,2012.454,25.912,1999.498,SA,0.564145257,0.734687788,14723,0.134035719,27.27500038,108,26.51249994,8.791667302,84.53526562,45.88150603,31.97499924,21.57499962,10.39999962,26.20833314,26.675,27.17499968,26.1083334,2353,313,81,42.48320991,886,283,408,825,22.11666629,30.90833359,22.675,9.28,77.13,0.020278379,0.020210767,-19,2,1,1.166666687,1.299999952,6.666666667,43.41666667,35.75,41,11.78,9,-1.03348583,-0.322651355,-0.040383487,0.017652326,-0.018744395,-0.002580457,-0.001778894,-0.562440364,394.336796,5.654439257
1014,BNT-04,276.9940651,4.414768879,3.132398994,-2.63,-60.15,1,73,1986.542,2011.452,24.91,1998.997,SA,0.570941885,0.755779887,14716.16667,0.13529073,27.35000076,103,26.51249987,8.825000445,84.85577662,44.87987572,31.94999924,21.54999962,10.39999962,26.19999987,26.66666641,27.14999968,26.11666686,2359,313,82,42.3075065,888,285,408,826,22.09999965,30.9250001,22.65,9.35,76.74,0.020278379,0.020210767,-18,2,1,1.166666687,1.299999952,7.25,44.33333333,35.08333333,41.08333333,12.07,7,-1.03348487,-0.322650595,-0.040383185,0.017652012,-0.01874362,-0.002581176,-0.001777604,-0.562636665,350.7184247,5.756797796
1033,GMT-01,311.6359921,6.888797688,6.094180382,-1.11,-47.8,1,NA,1997.367,2002.452,5.085,1999.9095,SA,0.599145964,0.84370334,16321.75,0.17957701,27,58,26.20416665,9.475000223,86.13636566,48.16912261,31.89999962,20.89999962,11,25.71666686,26.8166666,26.88333321,25.71666686,2520,493,31,75.06154766,1277,120,151,1277,21.46666654,30.94166676,22,12.13,76.86,0.023267196,0.024140639,-195,4,4,1.400000006,1.700000048,9.25,50.33333333,28.83333333,45.5,86.71,2,-1.022063862,-0.313734137,-0.036896745,0.014255923,-0.010201132,0.003230553,-0.008467738,-2.915055725,374.2659672,8.263328629
1047,FLO-02,150.1356996,7.153172264,1.017140753,-12.75,-51.88,1,366,2010.844,2015.2975,4.4535,2013.07075,SA,0.818260149,1.295946394,15830.16667,0.099448664,26.465,359,25.38166659,14.7833333,75.81196565,96.63273887,34.465,14.965,19.5,25.79833333,24.0483327,26.24833378,23.96499936,1565,296,1,83.25772213,803,17,377,39,17.98999994,32.77333324,20.16500076,25.25,62.27,0.02834596,0.0279518,-401,8,5,1.341666664,1.700000048,6.583333333,64.08333333,25.66666667,49.08333333,22.5,5,-1.023664976,-0.314988376,-0.037407944,0.014777974,-0.011902743,0.000306085,-0.004335831,-1.347218753,187.6469062,8.878752676
1048,SAA-01,175.2065042,4.860501266,2.568069426,-9.79,-50.43,1,177,2011.414,2015.526,4.112,2013.47,SA,0.715765457,1.209653899,15749,0.126706509,27.02499962,202,26.17916663,13.22499975,85.322579,48.96463048,33.625,18.125,15.5,26.15833314,25.67500019,26.74166616,25.55833371,1802,295,7,77.33956839,840,28,456,57,19.56666676,32.79166651,21.02499962,26.71,56.28,0.025873617,0.026579587,-367,7,5,1.450000008,1.799999952,7.5,59.08333333,23.66666667,46.83333333,25.41,8,-1.024352947,-0.315525609,-0.037608655,0.014965844,-0.01217958,0.001263598,-0.005917716,-1.820203897,221.3781597,6.237705964
1056,TAM-06,263.8213699,5.85041847,2.771277329,-12.84,-69.3,0.96,200,1983.71,2014.671,30.961,1999.1905,SA,0.669558941,0.850982673,14594.08333,0.080926549,26.29499924,199,25.28666675,10.2000006,78.46154311,103.2612231,31.29499924,18.29499924,13,25.99500032,23.82833333,26.16166667,23.79499987,2497,377,79,55.41293324,1073,242,788,279,20.18666644,30.38666705,21.29499924,15.34,65.73,0.003024291,0.003661068,-58,4,3,1.458333333,1.700000048,10.83333333,41.66666667,26.25,48,24.01,4,-1.027329108,-0.317837927,-0.038554369,0.015904278,-0.015518706,-0.007926714,0.007497136,1.823534507,307.0104926,6.896232867
1059.1,RET-01,247.0023787,4.675001624,2.902896386,-10.97,-65.72,4,160,1995.196531,2011.611526,16.41499466,2003.404028,SA,0.84323969,1.161234905,13714.33333,0.13496081,28.03,166,26.91333321,10.79999987,81.81818795,65.2733037,33.12999847,19.92999962,13.19999886,26.96333308,26.14666679,27.67999994,26.06333346,1711,270,22,64.87683844,761,76,390,145,21.51333327,32.31333314,22.92999962,20.23,64.09,-0.000515272,-0.00071627,-255,8,5,1.575000008,1.799999952,8.5,48.33333333,27.91666667,44.66666667,30.23,5,-1.030755512,-0.320517571,-0.039581341,0.016894484,-0.01752976,-0.006000348,0.003925303,1.0401842,310.60625,5.94910035
1097,RFH-01,247.9231311,5.007657548,10.71189289,-9.75,-67.67,1,176,2004.331,2011.4905,7.1595,2007.91075,SA,0.505418076,0.700982816,13698.25,0.111460787,26.14000038,184,25.21083311,11.14166705,81.92402011,81.42085976,31.43999962,17.83999924,13.60000038,25.60666629,24.07333314,25.87333302,24.02333295,1719,231,47,46.62422825,676,178,422,204,19.63999959,30.78166663,20.83999924,14.43,70.82,0.010930135,0.012471799,-131,7,4,1.116666685,1.299999952,12.91666667,38.83333333,31.25,45.75,27.66,3,-1.030812959,-0.320560234,-0.039601018,0.016912719,-0.01766026,-0.006824952,0.005170305,1.309213383,298.8415789,5.948334586
1121,MNU-01,293.6030605,6.328687367,5.366262531,-11.89,-71.41,2.25,312,1990.704,2010.704,20,2000.704,SA,0.75988694,0.863894054,14620.41667,0.074554017,25.96999924,346,25.24500013,10.95000013,83.5877848,79.58700562,31.37000076,18.27000038,13.10000038,25.75333333,24.1033334,25.95333346,24.1033334,2555,357,80,48.28512724,1010,267,794,267,19.77000006,30.72000019,20.67,13.36,64.71,0.003101852,0.003877544,-35,3,2,1.091666689,1.200000048,12.33333333,50.58333333,25.33333333,52.25,32.95,14,-1.026550588,-0.317227295,-0.038321676,0.015678241,-0.015105342,-0.008862355,0.009067862,2.139585488,351.9114635,7.646398619
1123,TAM-04,271.4001781,6.773436916,4.403939594,-12.84,-69.28,0.42,210,1985.5835,2014.679,29.0955,2000.13125,SA,0.666499655,0.841560034,14628.58333,0.084725526,26.20500076,211,25.24250011,10.17500035,78.87596237,102.6052814,31.20500076,18.30499924,12.90000153,25.95500013,23.80499987,26.12166711,23.755,2471,374,77,55.60159573,1063,240,781,274,20.15499994,30.33000029,21.20500076,15.7,65.63,0.003024291,0.003661068,-60,4,3,1.458333333,1.700000048,11.83333333,36.08333333,27,47.58333333,28.24,0,-1.027342968,-0.317848771,-0.038558525,0.015908294,-0.01552681,-0.00791796,0.007481218,1.820210058,320.1518534,7.93591378
1153,JAS-05,270.3926247,9.271327534,6.356690788,-1.06,-77.62,1,394,1989.37,2002.041,12.671,1995.7055,SA,0.402311187,0.470001227,13448.41667,0.089413184,24.40999962,396,23.9516666,8.416666667,83.33333019,44.25304906,28.90999962,18.80999924,10.10000038,23.62666648,24.27666673,24.3433327,23.29333346,4262,473,251,20.27961329,1339,804,960,1205,19.74333327,28.15999994,20.30999924,5.25,73.93,0.005772607,0.005903251,0,0,0,1.225000014,1.299999952,11.58333333,41.08333333,34.08333333,49.33333333,11.69,10,-1.021934534,-0.313609003,-0.036920714,0.01430233,-0.012080419,-0.010961292,0.013142354,2.500775343,318.1974307,10.98396304
1155,CAR-01,202.3134257,4.222324711,1.817544615,-5.58,-49.72,0.425,700,1986.37,1993.789,7.419,1990.0795,SA,0.652537777,1.052056157,15432.58333,0.162777304,24.00499962,121,23.34666656,11.76666625,83.45152017,51.86665683,30.00500153,15.90499924,14.10000229,22.65499987,23.60499968,23.95499943,22.65499987,1797,312,22,68.36871901,852,98,205,852,17.46333343,29.22999968,18.70500038,20.53,69.53,0.023935786,0.025321206,-245,7,4,1.508333315,1.799999952,8,45.83333333,30.33333333,49.08333333,17.98,1,-1.025155619,-0.31615122,-0.037843742,0.015185203,-0.012543845,0.001981936,-0.007155759,-2.248436567,234.8589079,4.91382227
1174,PAR-25,300.8225849,3.463170731,1.446759973,5.28,-52.92,0.49,20,2004.434,2010.307,5.873,2007.3705,SA,0.495664456,0.660035175,18255.75,0.146381827,26.54999962,50,25.82499995,7.749999841,79.89689929,45.99901251,30.85000076,21.15,9.700000763,25.81666635,26.4,26.4,25.25000006,2860,485,55,53.30304913,1193,266,266,819,21.95000003,29.69999987,22.54999962,20.33,64.32,0.001780303,0.001212965,-56,3,2,2.166666677,2.700000048,14,35.16666667,40,48.16666667,40.17,5,-1.024161043,-0.315365553,-0.037532794,0.014864692,-0.011753971,0.001387496,-0.006050496,-2.439031687,393.1119978,4.688486614
1184,RCS-01,241.3383451,6.701788579,3.030006851,-9.47,-74.77,1,832,2010.54,2014.312,3.772,2012.426,SA,0.81202063,0.924870806,13638.16667,0.115484986,24.77999924,728,24.25083333,11.72500006,90.89147605,39.16505189,30.58000038,17.68000076,12.89999962,24.49666673,23.7966666,24.73,23.7966666,2226,290,75,42.95420056,810,251,616,251,18.3883333,30.11333337,18.98,3.34,88.7,0.000438312,-0.00055983,-49,4,3,1.083333343,1.299999952,19.16666667,39.08333333,36.83333333,48.33333333,6.98,34,-1.024740614,-0.315808776,-0.037777116,0.015147659,-0.014036486,-0.010287192,0.011578502,2.580088791,276.0606597,7.720375477
1188,RCS-05,211.4619441,7.374014882,5.871780523,-9.62,-74.93,1,251,2011.364,2014.375,3.011,2012.8695,SA,0.909490619,1.030382469,14081.75,0.076658781,26.69000038,269,26.37333314,11.16666667,90.78589941,32.70621927,32.29000076,19.98999962,12.30000114,26.53999981,25.9066666,26.6566666,25.9066666,2211,318,66,44.09729602,825,251,654,251,20.78999981,31.95666648,21.09,13.73,70.15,0.002839707,0.00137007,-51,3,2,1.033333346,1.299999952,12,36.25,31.5,47.58333333,16.84,6,-1.024453613,-0.315584436,-0.037690777,0.015064278,-0.013858284,-0.010379482,0.011772649,2.618968724,245.7993311,8.656843778
1201,MSH-01,259.7414544,4.764095926,3.204205988,-3.78,-73.5,1,114,1983.019,1990.681,7.662,1986.85,SA,0.523033074,0.600834818,13075.41667,0.096048356,26.62500038,119,26.16250005,9.741666635,83.26210256,44.47293458,31.72500076,20.025,11.70000076,26.19166667,25.70833308,26.59166692,25.525,2731,282,149,19.8554012,806,498,731,501,21.29166673,31.03333337,21.92499962,7.32,77.74,-0.012967773,-0.014199878,0,0,0,0.749999995,0.899999976,11.41666667,46.5,23.08333333,43.33333333,17.24,7,-1.027894774,-0.318271753,-0.038720719,0.01605129,-0.015900067,-0.009132233,0.009236127,1.944973232,305.74299,5.538524138
1216,VCR-01,349.678711,4.574748004,3.995949075,-14.83,-52.16,0.64,303,1996.328,2015.504,19.176,2005.916,SA,0.853928249,1.36204091,16020.16667,0.070351889,26.49,301,24.82750025,14.85833391,71.09250153,144.7274051,34.39000153,13.49,20.90000153,25.60666679,22.77333346,26.10666648,22.74000032,1532,271,4,82.49554666,747,22,415,41,17.3983333,32.25666721,20.38999962,22.99,54.76,0.028851611,0.028513441,-403,9,6,1.349999994,1.600000024,6.583333333,66,23,51.75,32.79,9,-1.021701629,-0.313454893,-0.036817268,0.014209018,-0.010664288,-4.22E-05,-0.003439611,-1.148724135,451.3915881,6.105339035
1221,BAR-01,327.481456,7.275217314,5.251812842,-11.9,-71.42,0.813,345,1995.8645,2012.6595,16.795,2004.262,SA,0.760720273,0.863894054,14445.08333,0.074112506,25.78999924,343,25.06083344,10.95833349,83.65139827,79.50009857,31.19000076,18.09000038,13.10000038,25.57333333,23.9233334,25.77333346,23.9233334,2568,359,81,48.10791416,1013,271,794,271,19.5816667,30.54000019,20.49,13.77,64.49,0.003101852,0.003877544,-32,3,2,1.091666689,1.200000048,11.33333333,50.58333333,24.66666667,50.08333333,28.06,14,-1.026523088,-0.317205795,-0.038313408,0.015670255,-0.015088459,-0.00887288,0.009089026,2.143870261,390.5619849,8.841294695
1234,CHO-01,109.7485292,4.014856476,2.827911703,-14.39,-61.15,1,170,1996.541,2001.449,4.908,1998.995,SA,0.764338439,1.175946389,14812.91667,0.083264406,27.16,202,25.68499994,11.84999975,74.52829314,125.6890075,32.86000076,16.95999924,15.90000153,26.37666622,24.05999994,26.84333308,23.80999994,1473,261,12,73.80177572,708,55,511,86,19.76000006,31.60999981,21.76000038,23.42,56.62,0.00011544,-0.000560212,-342,8,5,2.408333341,2.799999952,9.833333333,55.66666667,21.83333333,52.33333333,26.06,17,-1.027798126,-0.318211868,-0.038681466,0.016024298,-0.015343637,-0.004173704,0.001698627,0.45233423,141.7292349,5.172885876
1236,CAT-02,148.7574244,5.856811494,4.430669699,8.44,-71.77,0.252,350,1974.312,1983.964,9.652,1979.138,SA,0.76351882,0.990982778,16188.83333,0.060640084,26.03500038,437,25.4600001,9.699999809,85.84071207,51.36765384,30.83499962,19.53500038,11.29999924,25.76833333,24.90166686,25.935,24.70166673,1750,304,44,44.59748859,675,239,454,307,20.61000019,30.31,21.23499924,1.31,96.22,0.020880231,0.020982625,-90,2,2,1.808333327,1.899999976,17.91666667,41.33333333,37.16666667,57,36.43,22,-1.016892044,-0.309721862,-0.035453442,0.012983056,-0.009037236,-0.006125298,0.006316824,0.44980142,187.4807193,7.42809032
1237,CAT-03,294.6542791,6.855224948,2.742988289,8.44,-71.77,0.252,380,1974.312,1983.964,9.652,1979.138,SA,0.76351882,0.990982778,16188.83333,0.060640084,25.88500038,437,25.3100001,9.699999809,85.84071207,51.36765384,30.68499962,19.38500038,11.29999924,25.61833333,24.75166686,25.785,24.55166673,1750,304,44,44.59748859,675,239,454,307,20.46000019,30.16,21.08499924,1.31,96.22,0.020880231,0.020982625,-90,2,2,1.808333327,1.899999976,17.91666667,41.33333333,37.16666667,57,36.43,22,-1.016892044,-0.309721862,-0.035453442,0.012983056,-0.009037236,-0.006125298,0.006316824,0.44980142,346.776157,8.147216392
1243,HCU-01,416.4244057,5.399695519,3.935225742,8.36,-71.69,0.252,1150,1969.677,1980.724,11.047,1975.2005,SA,0.608353411,0.774583071,16709.16667,0.060898309,21.70500076,851,21.09250002,9.341667016,84.9242456,51.79176886,26.40499962,15.40499962,11,21.3216666,20.55499987,21.55500019,20.33833333,1475,202,42,41.86828712,496,166,413,194,16.42166651,25.76333352,17.005,1.91,95.78,0.020880231,0.020982625,-134,6,4,1.741666655,1.899999976,25.66666667,40.08333333,34.16666667,55.41666667,14.15,40,-1.021134498,-0.312983506,-0.03665151,0.014018028,-0.01086267,-0.007329922,0.007781735,0.752546829,529.5410572,6.781493149
1246,HBO-01,474.1714683,11.98064892,8.448545182,8.71,-71.45,0.25,560,1967.142,1969.271,2.129,1968.2065,SA,0.520663783,0.658204106,16756.66667,0.067845043,24.82500038,1105,24.27500015,9.350000461,83.48214839,53.21482086,29.62499962,18.42499981,11.19999981,24.50833314,23.6750006,24.74166673,23.50833362,1328,171,48,39.13253678,457,156,403,178,19.59999992,28.95000038,20.225,0.87,99.04,0.02457672,0.02439496,-168,9,5,2.133333325,2.299999952,16.16666667,47.33333333,25.83333333,56.5,128.97,23,-1.020861501,-0.312770163,-0.036567815,0.013935936,-0.010652625,-0.007190487,0.007621439,0.684297434,550.4457624,14.02545374
1272,CRZ-01,135.1979547,4.055329553,0.849894136,8.83,-71.86,1,60,1970.685,1972.699,2.014,1971.692,SA,1.076619207,1.351735381,16852.66667,0.047393282,29.29,18,28.61916641,9.224999746,83.86364859,58.67699426,33.88999847,22.89000038,10.99999809,28.40666679,27.95666667,29.13999943,27.77333327,1633,182,50,32.60042951,524,237,467,327,24.00666654,33.23166629,24.68999962,7.11,71.18,0.020531506,0.020632055,-63,4,4,2.333333333,2.599999905,19.16666667,42.16666667,28.5,56.75,45.7,12,-1.020310246,-0.312338958,-0.036401597,0.01377471,-0.010305271,-0.007384809,0.008020812,0.750282352,167.4455953,5.050937764
1622,PAK-01,216.8268803,5.836683444,5.603947608,-11.94,-71.28,1,345,1991.748,2012.7035,20.9555,2002.22575,SA,0.754253352,0.854870873,14571.83333,0.074743405,25.85999924,357,25.02250002,10.85833343,82.88803903,81.21588056,31.16000038,18.06,13.10000038,25.56,23.86000051,25.72666667,23.86000051,2663,373,85,47.95231832,1053,285,823,285,19.5933333,30.45166673,20.56,13.9,66.95,0.003101852,0.003877544,-22,3,2,1.100000014,1.299999952,13.66666667,48.08333333,26.16666667,49.66666667,30.9,15,-1.02661788,-0.317280012,-0.038341862,0.01569783,-0.015143891,-0.008806157,0.008969667,2.120458214,249.4748457,6.770118272
1652.1,BAC-07,340.9452597,6.799015547,NA,7.46,-71.01,0.5,141,2009.135541,2012.10269,2.967149333,2010.619115,SA,0.990587313,1.378451863,17035.83333,0.084367814,28.065,154,27.03166686,8.550000191,82.21154331,51.62509305,32.065,21.66500038,10.39999962,26.58166673,26.98166698,27.73166667,26.46500025,1960,317,17,64.08539932,862,89,265,834,22.75666676,31.30666695,24.065,11.93,73.25,0.014464887,0.014583306,-244,6,4,1.725000004,2.099999905,13.41666667,40.16666667,32.33333333,53.08333333,55.39,7,-1.022940647,-0.31439605,-0.037198299,0.0145499,-0.012060249,-0.007055073,0.007022914,0.693590607,401.8211988,7.854035951
1653.1,BAC-08,253.8779256,4.972006731,NA,7.46,-71.01,0.5,143,2009.134535,2012.1025,2.967965409,2010.618517,SA,0.987804876,1.388451853,17046.5,0.086887595,28.06,155,27.00166676,8.51666673,81.11111172,52.77883265,32.06,21.56,10.5,26.42666679,26.96000025,27.70999994,26.42666679,1886,321,17,64.82437755,823,76,257,823,22.7433334,31.26000013,24.06,12.29,73.44,0.014464887,0.014583306,-256,6,4,1.725000004,2.099999905,13.41666667,40.16666667,32.33333333,53.08333333,55.39,7,-1.022949344,-0.314402851,-0.037200938,0.014552471,-0.012066162,-0.007054629,0.007020596,0.693692658,299.9354617,5.725619716
1656.1,BAC-09,231.4262697,7.985265363,NA,7.47,-71.02,0.5,140,2009.14,2012.107,2.967,2010.6235,SA,0.990587313,1.378451863,17035.83333,0.084367814,28.07,154,27.03666686,8.550000191,82.21154331,51.62509305,32.07,21.67000038,10.39999962,26.58666673,26.98666698,27.73666667,26.47000025,1960,317,17,64.08539932,862,89,265,834,22.76166676,31.31166695,24.07,11.93,73.25,0.014464887,0.014583306,-244,6,4,1.725000004,2.099999905,13.41666667,40.16666667,32.33333333,53.08333333,55.39,7,-1.022936174,-0.314392551,-0.037196946,0.014548584,-0.012057302,-0.007055881,0.007024986,0.693786655,279.6547824,9.314691885
1665,MNU-04,192.7516997,5.502412119,3.588509968,-11.9,-71.4,1,358,1991.71,2012.63,20.92,2002.17,SA,0.764394904,0.862791182,14544.91667,0.074053939,25.82499924,363,25.02499992,10.94999997,83.58778358,79.22925004,31.22500076,18.12500038,13.10000038,25.57500019,23.89166648,25.7083334,23.89166648,2574,360,79,48.21988999,1017,270,797,270,19.54999994,30.4999999,20.42499962,13.89,63.27,0.003101852,0.003877544,-33,3,2,1.091666689,1.200000048,12.41666667,48.66666667,25,51.33333333,29.25,18,-1.02653854,-0.317217892,-0.038318048,0.01567475,-0.015097535,-0.008862398,0.00907017,2.14017333,224.2452495,6.500697378
1776,MIN-01,212.1759981,5.773215834,4.791930964,-8.57,-72.9,1,226,1996.497,2013.463,16.966,2004.98,SA,0.5371072,0.640982635,14015.16667,0.093936886,25.90999962,228,25.37666663,10.39999994,85.24589579,54.5366057,31.21000076,19.01,12.20000076,25.59333333,24.59333333,25.87666616,24.59333333,1945,272,39,50.8511964,745,162,612,162,20.17666667,30.5766666,21.01,12.16,69.6,-0.001311328,-0.000863877,-146,5,4,0.774999991,0.899999976,12.25,42,26.83333333,46.66666667,20.21,4,-1.027394119,-0.317883535,-0.038575178,0.015918936,-0.015670104,-0.009272225,0.009536975,2.176138883,251.3575592,6.823805868
1962,SAA-02,152.8660463,4.784188451,3.13161132,-9.64,-50.45,1,207,2013.57,2015.53,1.96,2014.55,SA,0.686772211,1.169686908,15960.5,0.12639259,26.65000038,217,25.91250019,12.94166692,86.27779044,46.81319334,33.14999847,18.15000038,14.99999809,25.85000051,25.41666679,26.44999962,25.35000051,1806,294,7,76.60411725,837,29,456,59,19.44166673,32.38333365,20.84999924,27.96,54.51,0.025873617,0.026579587,-362,7,5,1.450000008,1.799999952,6.916666667,57.25,26.41666667,47,28.19,3,-1.02448132,-0.315625832,-0.037647342,0.01500311,-0.012262883,0.001267323,-0.00594732,-1.826549839,188.0414761,6.015720827
2096,PAB-01,337.7046313,3.90629032,3.388775762,5.27,-52.92,6.25,40,1984.623,2015.6475,31.0245,2000.13525,SA,0.494842655,0.660035175,18292.83333,0.142497593,26.45499962,51,25.73416663,7.741666476,79.81098832,46.19417284,30.75500076,21.055,9.700000763,25.73833308,26.305,26.305,25.15500006,2756,436,64,52.6406249,1179,255,255,745,21.8633334,29.60499987,22.555,19.25,65.3,0.001780303,0.001212965,-45,4,3,2.158333331,2.700000048,14,35.16666667,40,48.16666667,40.17,5,-1.020093164,-0.312225196,-0.036362084,0.013821358,-0.009890706,0.001152021,-0.004857437,-1.440083241,434.4151097,5.116135674
2098,PAB-02,333.3232913,4.304101105,7.320658463,5.27,-52.92,25,50,1992.7485,2015.4235,22.675,2004.086,SA,0.494842655,0.660035175,18292.83333,0.142497593,26.40499962,51,25.68416663,7.741666476,79.81098832,46.19417284,30.70500076,21.005,9.700000763,25.68833308,26.255,26.255,25.10500006,2756,436,64,52.6406249,1179,255,255,745,21.8133334,29.55499987,22.505,19.25,65.3,0.001780303,0.001212965,-45,4,3,2.158333331,2.700000048,14,35.16666667,40,48.16666667,40.17,5,-1.020093164,-0.312225196,-0.036362084,0.013821358,-0.009890706,0.001152021,-0.004857437,-1.440083241,437.2057406,5.6871972
2101,EBB-05,399.3931961,5.54520787,5.691099291,-14.76,-66.34,1,210,1994.496,1996.497,2.001,1995.4965,SA,0.789713216,1.080506305,14801,0.07867838,27.11000076,192,25.66833352,10.3166666,71.14941549,156.5949504,32.31000153,17.80999962,14.50000191,26.82666698,23.45999987,27.04333384,23.45999987,1829,284,43,61.14765727,819,148,554,148,20.51000022,30.82666683,22.11000076,14.08,64.02,-0.006515753,-0.007332506,-184,7,5,2.541666687,2.900000095,10.75,33.33333333,28.25,53.25,30.2,3,-1.022702982,-0.314252414,-0.037187781,0.014636429,-0.012631502,-0.005570203,0.004596605,0.840473672,501.9490998,6.852316863
2103,EBB-07,286.9849562,12.88492542,8.982939936,-14.86,-66.32,1.002,210,1995.496,1997.496,2,1996.496,SA,0.823531574,1.129857776,14372,0.072942848,27.22499962,175,25.76249992,10.54166683,71.7120248,161.8378021,32.42499847,17.72499962,14.69999886,26.94166679,23.49166667,27.20833289,23.49166667,1899,291,45,59.77626502,841,161,577,161,20.49166651,31.03333333,22.12499924,12.52,69.1,-0.006515753,-0.007332506,-163,6,4,2.541666687,2.900000095,8.75,45.83333333,24.66666667,53.41666667,32.12,3,-1.026678822,-0.317333207,-0.038354253,0.015711698,-0.014946483,-0.006695539,0.005744175,1.425554826,313.6088767,15.27217417
2105,EBB-09,378.3146031,7.942383272,3.006295297,-14.73,-66.32,1,220,1995.496,1997.496,2,1996.496,SA,0.787359462,1.080506305,14852.75,0.07781393,27.06500076,193,25.60666679,10.31666629,71.64351777,157.3767132,32.16499924,17.76499962,14.39999962,26.76499994,23.38166641,26.99833384,23.38166641,1821,283,41,61.37053003,816,146,553,146,20.44833365,30.76499994,22.06500076,14.35,64.59,-0.006515753,-0.007332506,-188,7,5,2.550000012,2.900000095,10.83333333,33.5,28.25,54.5,29.14,5,-1.026832889,-0.317453544,-0.038400704,0.015756527,-0.015046171,-0.006681542,0.005694082,1.416409587,470.1648952,9.794970456
